track_id,danceability,energy,valence,acousticness,speechiness,instrumentalness,liveness,tempo,duration_ms,duration_min,music_profile
5UTQ3wHgxTXpENHnk9fKTc,0.796,0.587,0.837,0.49,0.0303,8.37e-06,0.0977,122.233,232106,3.8684333333333334,Positiva
2SLwPaJTN6B6zwcIwsuQAK,0.548,0.491,0.417,0.596,0.0236,0.0,0.144,82.071,228530,3.8088333333333333,Equilibrada
4dDdpKo3fYxDyjtxfZVFxu,0.38,0.595,0.571,0.0703,0.0361,0.0,0.0718,147.092,164533,2.7422166666666667,Equilibrada
5yUqsublv0HqbjWLDFHIaR,0.523,0.346,0.343,0.805,0.0313,0.0,0.118,132.112,257000,4.283333333333333,Acústica
07wz3mbgOVRXxCbiHtoEO8,0.482,0.409,0.332,0.693,0.0345,0.0,0.103,147.819,221722,3.6953666666666667,Acústica
2LImJCptzlPoTTh17oUznv,0.639,0.365,0.261,0.722,0.0495,7.64e-06,0.134,76.004,258426,4.3071,Acústica
4kv3pwwXR3qaLdIcM6ym21,0.5,0.677,0.552,0.114,0.0428,0.0,0.0971,148.017,210810,3.5135,Equilibrada
5ARE2gimVgXiKBKNtdLFxg,0.505,0.338,0.0986,0.674,0.0272,1.07e-05,0.146,109.73,282960,4.716,Acústica
4VhlHWOhdRmERGmhqPE0tb,0.695,0.634,0.693,0.53,0.0297,0.0,0.0964,109.02,222440,3.707333333333333,Equilibrada
3CfJzM4639YlVw2D2rbyLy,0.46,0.644,0.611,0.0535,0.0296,0.0,0.0797,155.329,235746,3.9291,Equilibrada
4ZTwiC5CeX8elmNOCPG6JJ,0.626,0.525,0.502,0.731,0.0324,6.45e-06,0.0927,134.984,222490,3.7081666666666666,Acústica
3oGUAoSggTuEAl4cHloh47,0.568,0.294,0.394,0.814,0.0267,0.0,0.2,79.944,240226,4.0037666666666665,Acústica
60v0g0l0G815xOTD6jS8rL,0.511,0.348,0.221,0.781,0.0309,0.0,0.202,167.865,260146,4.335766666666666,Acústica
24tzRRz8r26gOmQB8PEZwv,0.532,0.443,0.19,0.674,0.0269,0.0,0.117,151.996,241062,4.0177,Acústica
3q5dbqhPz4ALLeyDKaqsE4,0.591,0.329,0.313,0.65,0.0312,0.0,0.117,109.955,230613,3.84355,Acústica
0sa8J8EmTnCmu11q0lPkL4,0.559,0.428,0.204,0.736,0.033,0.0,0.0753,148.078,245000,4.083333333333333,Acústica
7kkDmPiZfvTMTRj0lLP5pd,0.366,0.325,0.314,0.806,0.0381,0.000251,0.123,173.789,232786,3.879766666666667,Acústica
7K3D2uvBQvNqsuY0xOgC5O,0.556,0.56,0.278,0.212,0.0307,0.0,0.097,135.886,279093,4.65155,Equilibrada
6xRcws1eiOaqof3xNEV6ll,0.451,0.642,0.413,0.599,0.0441,0.0,0.142,133.764,225640,3.760666666666667,Equilibrada
0EvupY3GBuOrt4krsJHBhW,0.638,0.931,0.555,0.00131,0.0368,0.0312,0.356,120.069,264333,4.40555,Equilibrada
5bWDeuHFyP3hC16YctibZo,0.718,0.953,0.373,0.021,0.0449,0.000419,0.141,126.084,295653,4.92755,Dançante e energética
4GUkwP7dbOjkoERmJ015J7,0.599,0.569,0.316,0.27,0.031,0.000445,0.279,138.021,248373,4.13955,Equilibrada
0ZqMKuijHpWBKcBIQSdAX0,0.676,0.487,0.288,0.292,0.0377,0.000104,0.193,136.009,251640,4.194,Equilibrada
3AA6t8AXUCdOOwVjcbbEpp,0.534,0.339,0.315,0.904,0.0279,3.89e-05,0.11,98.312,258706,4.311766666666666,Acústica
2NGGtgT8EzAMbS4zXgLnYJ,0.468,0.433,0.416,0.639,0.0245,0.0,0.131,84.034,277507,4.625116666666667,Acústica
33fNd5ExohEXms0075McBq,0.651,0.568,0.658,0.502,0.0388,1.89e-06,0.0737,130.383,227000,3.783333333333333,Equilibrada
1U9LItWodvinz5iNRpOQdL,0.666,0.383,0.459,0.388,0.0327,0.334,0.091,115.012,195523,3.2587166666666665,Equilibrada
4XMmAIKiO5MS9TzzRaKMCB,0.557,0.436,0.246,0.809,0.0676,0.0,0.151,179.997,248551,4.142516666666666,Acústica
6YjkZpp796slimXZrfUz9o,0.55,0.604,0.508,0.464,0.0288,0.0,0.101,129.984,181666,3.0277666666666665,Equilibrada
0VAMO411TINK26QxCzJRO5,0.702,0.744,0.813,0.263,0.0471,0.464,0.113,135.969,134805,2.24675,Dançante e energética
1406eGydAvhfLJr58x88QJ,0.469,0.435,0.265,0.964,0.0544,0.00286,0.118,69.551,58789,0.9798166666666667,Acústica
77zGKkpnopcSsMc4JQHw1s,0.734,0.893,0.707,0.334,0.0346,0.0,0.0978,98.554,300000,5.0,Dançante e energética
35KzQtjAlRJiV85veCiX6z,0.493,0.492,0.175,0.598,0.0402,0.0,0.128,133.647,266427,4.44045,Equilibrada
2dx67EGFy9rbFPdGZiZ1gK,0.603,0.598,0.448,0.548,0.0302,0.0,0.127,134.371,289560,4.826,Equilibrada
7AqhKnXf2du0yKaXfKr7NJ,0.706,0.439,0.492,0.728,0.0352,0.0,0.15,125.947,217720,3.6286666666666667,Acústica
5Ej2EqnI2tBJn7h7ctSbGV,0.543,0.604,0.525,0.257,0.0253,0.0,0.313,97.927,236333,3.9388833333333335,Equilibrada
6aApRAfQYk2YVWv52gfJCn,0.369,0.443,0.235,0.701,0.0273,0.0,0.108,100.451,270000,4.5,Acústica
1HsWdmLSDdDel2Dl6ctSO2,0.557,0.536,0.391,0.731,0.0313,0.0,0.0858,128.865,254337,4.23895,Acústica
51Lilzavn756za2bGDOnYt,0.276,0.325,0.398,0.88,0.0326,0.0,0.106,72.807,157373,2.6228833333333332,Acústica
0up477QX11ffSLneXa0xHA,0.534,0.535,0.427,0.707,0.156,0.0,0.105,156.199,239478,3.9913,Acústica
1eVGIJZMTyms9dpWI70aJi,0.334,0.367,0.344,0.929,0.0428,2.11e-06,0.114,172.116,253994,4.233233333333334,Acústica
6yDJiHy14rJAYe3urSPAy7,0.202,0.228,0.27,0.611,0.0324,5.91e-06,0.137,169.258,152320,2.538666666666667,Acústica
4X4ipOx6obko7qBSlGxRDy,0.669,0.539,0.751,0.377,0.0285,0.0558,0.0808,142.97,138045,2.30075,Positiva
6Lczg2BmZlW4DlnKpFM5B0,0.549,0.4,0.238,0.86,0.031,0.0,0.0887,128.002,243386,4.056433333333334,Acústica
5OfQCSrwmgEIhsiAyo8Gei,0.598,0.408,0.271,0.448,0.0268,1.39e-06,0.148,132.225,264986,4.416433333333333,Equilibrada
41rLNM8aKivB8PfuJqz66X,0.366,0.247,0.231,0.814,0.0355,2.13e-05,0.259,151.666,207600,3.46,Acústica
6bBDPTmA83oYOgUPO71TBr,0.525,0.915,0.543,0.0631,0.0951,0.0031,0.302,166.121,224266,3.7377666666666665,Equilibrada
1sl2K1g2UU1piSzjFM2Fsh,0.541,0.313,0.291,0.367,0.0334,0.0,0.142,133.969,286080,4.768,Equilibrada
63huDpEdqQBN43UgxhoIcX,0.744,0.713,0.521,0.126,0.0471,0.0,0.154,139.979,234360,3.906,Dançante e energética
7w7J0XC1vi5bsarWet98PV,0.362,0.269,0.292,0.176,0.0279,0.00157,0.062,79.183,164946,2.7491,Equilibrada
2fEHM7a1RaYBdECg4YzAl5,0.525,0.954,0.502,0.0364,0.0968,0.0,0.17,147.518,177480,2.958,Equilibrada
4eMD6wB5MZPf7KuHvYxorz,0.51,0.173,0.471,0.887,0.038,0.0719,0.212,122.12,181893,3.03155,Acústica
7GDwYUuvu1qjah9rAH15AH,0.804,0.529,0.723,0.277,0.0305,0.0,0.0916,106.908,280773,4.67955,Positiva
3CsYuAe0Oi7t9w1jxWfHob,0.54,0.407,0.614,0.476,0.0295,0.0,0.094,127.995,223627,3.727116666666667,Equilibrada
3eBSe6hBCihpIq2beBznmx,0.451,0.436,0.181,0.413,0.0242,1.28e-06,0.161,150.473,246320,4.105333333333333,Equilibrada
1zzLfGiRMnnnAtQ5RNLTVy,0.49,0.372,0.5,0.644,0.028,1.15e-06,0.367,113.448,190453,3.1742166666666667,Acústica
3rFaGB0uEoNXUu3MmmMIui,0.549,0.401,0.288,0.829,0.0307,0.0,0.158,120.222,278000,4.633333333333334,Acústica
5uMkdWf1H6JEcpcdnPOSZM,0.663,0.42,0.427,0.831,0.0301,0.0,0.0822,129.786,228613,3.810216666666667,Acústica
2R4HpkM8YCaZw3HgJBfCqb,0.321,0.35,0.181,0.395,0.0308,0.0,0.287,160.122,225426,3.7571,Equilibrada
6Nle9TZIVyfO5cvPWQInkW,0.433,0.429,0.255,0.592,0.0332,4.94e-05,0.106,131.937,258626,4.310433333333333,Equilibrada
3VaVkNlfxNtgXK8AH9DLnN,0.435,0.323,0.106,0.779,0.0318,0.000274,0.241,77.386,297333,4.95555,Acústica
4c7uOw3cFYQFauOMy0BdBV,0.582,0.373,0.281,0.461,0.03,0.0,0.1,106.743,251480,4.191333333333334,Equilibrada
0bFCMD0K7sxkz4qYWjP2Qu,0.54,0.267,0.291,0.91,0.0278,3.79e-05,0.0914,100.842,220000,3.6666666666666665,Acústica
7kROpB5pQk1pCYi0Z97Kbx,0.376,0.185,0.214,0.881,0.0315,5.06e-06,0.152,71.753,283640,4.727333333333333,Acústica
6DMphZ0QZezwlEkFUdJSc3,0.562,0.547,0.415,0.308,0.0276,0.000405,0.0768,76.79,325306,5.421766666666667,Equilibrada
07k1zeZtt3ECnaVV4qiyWc,0.563,0.522,0.535,0.706,0.0379,0.0,0.227,142.59,235306,3.9217666666666666,Acústica
2bj1AqVDC67nEoFh6UV4Wy,0.629,0.707,0.507,0.126,0.0321,0.0,0.101,134.54,233906,3.898433333333333,Equilibrada
3Uuct3U6h774BJjWDYLZW2,0.431,0.212,0.141,0.742,0.0313,2.32e-05,0.144,139.308,254466,4.2411,Acústica
0Wmwx8Y6hgORJ8fwXYgwSm,0.63,0.389,0.503,0.321,0.0282,0.00222,0.216,108.981,158106,2.6351,Equilibrada
4e9F3z2GtPhL9JYzufbiac,0.442,0.726,0.402,0.612,0.04,0.0,0.177,171.993,215213,3.586883333333333,Acústica
2sEdoHzDNG2JHu7YNJMcz0,0.561,0.249,0.266,0.663,0.0313,1.84e-05,0.551,77.904,283826,4.730433333333333,Acústica
7t2NEWONd6piQvE8uyXSsJ,0.521,0.23,0.472,0.921,0.0322,0.0,0.132,125.398,222857,3.7142833333333334,Acústica
25atREPmk8jKg0WlI28bsV,0.566,0.622,0.397,0.292,0.0293,0.0,0.105,145.025,329560,5.492666666666667,Equilibrada
4FJHYzYff7FCmOohPXNsID,0.49,0.482,0.2,0.705,0.0289,1.28e-05,0.106,135.88,249133,4.152216666666667,Acústica
3ltoPEEC9jFfMfMfmHqO9C,0.771,0.553,0.549,0.452,0.0353,0.0,0.0895,120.03,209186,3.4864333333333333,Equilibrada
6lteVRvoLsJ6sMbphN6yaC,0.423,0.607,0.808,0.0944,0.0382,0.0,0.204,145.954,136294,2.2715666666666667,Positiva
4FLp1z9nnRHteKrqjON6lB,0.608,0.469,0.719,0.58,0.0302,0.0,0.0757,142.958,133734,2.2289,Positiva
6PQw7dPJ7GVIToUp1OIVAU,0.6,0.794,0.644,0.0865,0.0439,0.0,0.181,134.069,43899,0.73165,Equilibrada
6TIoml1kYH1UjoWncvlx4N,0.66,0.427,0.339,0.86,0.0346,5.74e-06,0.131,124.505,237520,3.958666666666667,Acústica
57uahVRqWxyyFodS5UeuMi,0.51,0.294,0.245,0.828,0.0336,0.0,0.0468,127.984,276240,4.604,Acústica
6qyIvmBYgPHyS6Yh8Z44Eg,0.661,0.398,0.384,0.536,0.0319,0.0,0.115,82.027,261426,4.3571,Equilibrada
7B0041g5usOOgGNy9OKHFA,0.629,0.336,0.325,0.747,0.0306,0.0,0.13,142.143,240826,4.013766666666666,Acústica
1RSJ0fp64OI40qic5AlXDs,0.462,0.408,0.0909,0.685,0.0504,0.0,0.102,144.04,199400,3.3233333333333333,Acústica
6RR7OXj4hLRV2T0hc7la0w,0.604,0.728,0.487,0.0722,0.0291,3.87e-05,0.0908,133.969,312626,5.2104333333333335,Equilibrada
1iDQ0rKPkk09OzBhXOltmg,0.634,0.336,0.0982,0.758,0.0346,4.32e-06,0.096,112.932,281640,4.694,Acústica
7EougyUYWZdE1zCzsCA1Sx,0.405,0.413,0.397,0.398,0.0662,0.0,0.1,71.659,240955,4.015916666666667,Equilibrada
7pUlyPnfIazElqMI7XL4MN,0.529,0.569,0.311,0.167,0.0315,0.0,0.18,140.049,180427,3.0071166666666667,Equilibrada
6JULWULk2iLzF0GuynMyFl,0.654,0.553,0.391,0.68,0.0304,0.0,0.122,117.979,247546,4.125766666666666,Acústica
2nwGMPelxFGIhJqZeNdp4z,0.559,0.366,0.259,0.835,0.0373,0.0,0.0689,111.651,268692,4.4782,Acústica
13tCl0OoBldLiDPsxS18Kf,0.636,0.58,0.527,0.59,0.0264,0.0,0.0765,100.531,286266,4.7711,Equilibrada
24SfDD792AiYLGrHAlJg3i,0.754,0.519,0.802,0.417,0.0376,0.0,0.253,120.095,204120,3.402,Positiva
3o8A06lAih04QMr1PrBVnw,0.567,0.493,0.474,0.317,0.0291,0.0,0.118,115.997,257741,4.295683333333334,Equilibrada
3mRa5ePXmTImeP2B0KJf49,0.601,0.288,0.421,0.68,0.0409,0.338,0.65,128.674,139285,2.3214166666666665,Acústica
3OWoeiqv7TrATOQzC9JXhX,0.666,0.368,0.472,0.767,0.0263,0.0,0.106,100.077,278800,4.6466666666666665,Acústica
55FhVdCYYc7Ksa0ronjHeQ,0.639,0.659,0.54,0.456,0.0307,0.0,0.235,111.024,243000,4.05,Equilibrada
7Hg4q2LtepCcPQheOWcUFj,0.645,0.886,0.59,0.164,0.102,0.0,0.0822,91.988,242000,4.033333333333333,Equilibrada
5vznzPXSihJomdtQYJZ4ID,0.524,0.323,0.225,0.832,0.0264,8.78e-06,0.107,73.083,242093,4.034883333333333,Acústica
0CSciun1dwh7Et9ll3995a,0.313,0.275,0.399,0.663,0.0363,0.0,0.282,169.878,183413,3.0568833333333334,Acústica
0VS1L2R5OqzhsT1vyC7GAD,0.777,0.937,0.425,0.0385,0.0751,6.09e-06,0.0959,109.996,245200,4.086666666666667,Dançante e energética
30KYOEK1Co2LKE1CGt98oO,0.595,0.265,0.304,0.83,0.0279,0.000127,0.103,105.811,243733,4.062216666666667,Acústica
0pZj1zwFhjgoihHdEzdRHx,0.553,0.351,0.27,0.613,0.0348,0.0,0.0848,114.354,200240,3.3373333333333335,Acústica
62pzMsPfX8Jv2hij4hR0FY,0.567,0.684,0.247,0.0713,0.0259,0.0,0.359,141.396,301413,5.02355,Equilibrada
6XjrQv7jDKQ2iRLnylKIjV,0.596,0.505,0.728,0.375,0.0427,0.000461,0.114,159.889,136033,2.2672166666666667,Positiva
3yUsuJrixeXnCnR7ulQ36N,0.463,0.364,0.201,0.869,0.0278,9.37e-06,0.143,143.892,282693,4.71155,Acústica
0ps8lsTDne7rJyORuIQx6D,0.605,0.644,0.382,0.00276,0.0335,1.27e-05,0.124,123.799,199293,3.32155,Equilibrada
55clCVll09oHjttrkShr8x,0.377,0.272,0.232,0.768,0.0442,7.57e-06,0.471,78.867,336253,5.604216666666667,Acústica
4co81zh3xm4y6ZcyLj4eTz,0.463,0.57,0.276,0.233,0.0283,0.0,0.133,143.989,234177,3.90295,Equilibrada
296cG2GzQ60ZTeuQuXnRYq,0.443,0.651,0.418,0.335,0.219,0.0,0.0797,175.651,245933,4.098883333333333,Equilibrada
6ayLUgVfrEbkQDoSyCcrsR,0.569,0.496,0.348,0.716,0.0264,0.0,0.171,144.062,215213,3.586883333333333,Acústica
7xNwoZ99JXuGD7DNOsJx70,0.699,0.761,0.648,0.132,0.0491,0.0,0.0851,106.97,232200,3.87,Equilibrada
4JjuIw9AAvVSYO2oh9oeI0,0.847,0.41,0.745,0.0375,0.0496,4.04e-06,0.0699,117.72,211866,3.5311,Positiva
1IsOENKtdg76Z8xClXcNNs,0.658,0.541,0.182,0.613,0.04,0.000629,0.263,101.984,219302,3.6550333333333334,Acústica
1a46OuggzTZbK5bPp8ERKy,0.558,0.419,0.341,0.553,0.0261,0.0,0.13,129.897,245133,4.08555,Equilibrada
4bCP4Q6KR0pFccySmto6QM,0.526,0.609,0.169,0.288,0.0405,0.0,0.294,120.909,234053,3.9008833333333333,Equilibrada
5cAjS9JHQOxXOpkA8bDhXg,0.81,0.485,0.658,0.287,0.0345,0.0,0.0925,125.977,264426,4.4071,Equilibrada
2bZ53W1c9AdlFsovWn1TR6,0.672,0.45,0.4,0.588,0.0322,0.0,0.107,115.886,176267,2.9377833333333334,Equilibrada
56htcPzeEr0wdHHxs6H9Y5,0.72,0.906,0.669,0.00648,0.0928,0.000121,0.347,130.001,259000,4.316666666666666,Dançante e energética
38H8fIZL3gPwmB9R2dURYh,0.545,0.606,0.257,0.149,0.0279,0.0,0.156,151.732,174128,2.9021333333333335,Equilibrada
0sY09XYUgItQQbHAb6hLKV,0.521,0.363,0.172,0.26,0.032,0.0,0.132,132.214,192678,3.2113,Equilibrada
0boCKVrrTzJbceMG0aMSDy,0.664,0.871,0.502,0.0137,0.0834,0.0,0.469,135.12,194067,3.23445,Equilibrada
43wBEMmDjKXCR1l6vzHHAJ,0.745,0.402,0.485,0.605,0.0282,0.0,0.175,102.931,201053,3.3508833333333334,Acústica
5VUVf5tMTfL8UwdOmiRxqJ,0.615,0.21,0.265,0.906,0.0481,0.0,0.124,131.569,316695,5.27825,Acústica
3tzjn5ILVuHc4eSLTH60lY,0.72,0.492,0.377,0.734,0.144,1.92e-06,0.137,143.038,221538,3.6923,Acústica
28tqalRVnTChRaXddTPkXy,0.605,0.327,0.324,0.771,0.0453,0.106,0.146,122.957,111295,1.8549166666666668,Acústica
2woOC3CRkSj2Mac0mazL7b,0.348,0.497,0.207,0.783,0.0328,0.0,0.0643,136.309,273466,4.557766666666667,Acústica
5X9PUq1OYtu7GkLcfLyF44,0.477,0.534,0.186,0.65,0.029,0.0,0.176,162.182,242666,4.044433333333333,Acústica
72iWI2iHgKIQ8UqQm38g74,0.459,0.367,0.437,0.507,0.056,0.0,0.372,129.795,235116,3.9186,Equilibrada
5sAY5SFe3zkGmYDA8qPW1x,0.353,0.368,0.425,0.604,0.0401,0.0114,0.0891,181.486,145281,2.42135,Acústica
1yR6ZAG1jdQmlqhs0lbPsu,0.492,0.529,0.35,0.585,0.0334,0.00114,0.13,127.855,240173,4.002883333333333,Equilibrada
4Bftk2JcO5Ul017BCmcBL4,0.356,0.365,0.167,0.708,0.0406,8.26e-06,0.718,134.458,267560,4.459333333333333,Acústica
5MH9JHCKH1Hm3ih9m9ljy8,0.489,0.337,0.276,0.301,0.112,0.0,0.13,179.599,249293,4.154883333333333,Equilibrada
4lkUGr6GWUQYT2I3XGZbD9,0.62,0.219,0.267,0.829,0.0358,0.0,0.0791,123.793,228910,3.815166666666667,Acústica
7DB4HlfrhRz66lLE1ZNUt2,0.434,0.27,0.319,0.673,0.0303,0.0,0.103,139.951,206920,3.4486666666666665,Acústica
4jMQw1wdlhRXgJBXAIPsb4,0.48,0.883,0.573,0.0417,0.061,1.04e-06,0.288,163.319,233528,3.8921333333333332,Equilibrada
0YNBZKmzePAF350mY8QQ8M,0.635,0.179,0.566,0.91,0.0416,0.0,0.379,121.874,253120,4.218666666666667,Acústica
6C3QDUpo7SKcBAErEIEhUP,0.299,0.464,0.68,0.547,0.224,8.08e-06,0.969,80.306,287986,4.799766666666667,Equilibrada
4Fokft2GqS28upjfcQxC25,0.711,0.803,0.786,0.198,0.0321,0.0102,0.112,122.013,181669,3.027816666666667,Dançante e energética
5XihvL3MlNcj6yPwAKsgFw,0.706,0.802,0.324,0.0196,0.0308,0.0011,0.171,127.967,209000,3.4833333333333334,Dançante e energética
3tDdDbmFFa4ANVOzZ31r6i,0.483,0.403,0.364,0.766,0.0252,0.0,0.547,82.089,220160,3.6693333333333333,Acústica
5jLNwICFVqW4hqkXqPhuRN,0.438,0.406,0.297,0.226,0.0698,0.0157,0.669,73.85,242421,4.04035,Equilibrada
7ovnHrRosHkf4eKyVulwLC,0.432,0.54,0.576,0.233,0.0381,0.00197,0.159,178.051,247066,4.117766666666666,Equilibrada
3iALSfsgC7OUTel9f2Ohqh,0.422,0.603,0.46,0.117,0.0315,0.0,0.206,181.986,233413,3.890216666666667,Equilibrada
3FRXX5pP44435f0jIxyFbh,0.229,0.433,0.16,0.711,0.0311,2.11e-05,0.277,144.062,228306,3.8051,Acústica
7CXIxU4GflzqTiaRNfS6LY,0.481,0.369,0.219,0.712,0.0317,0.0,0.108,103.986,288760,4.812666666666667,Acústica
2dyFuiklAzsV8Jh1ANLKrU,0.663,0.549,0.504,0.657,0.0255,0.0,0.146,95.832,303000,5.05,Acústica
4VWE88XtRQXmOH0JPzwN5T,0.586,0.33,0.471,0.933,0.0389,8.66e-05,0.111,136.057,252000,4.2,Acústica
3ToVPsKxOmJNmH0IQxF3bf,0.376,0.311,0.329,0.72,0.058,0.0,0.176,135.145,236000,3.933333333333333,Acústica
7nlBO1PoiiB5rjro96w35l,0.629,0.598,0.443,0.526,0.0305,0.0,0.135,78.009,212500,3.5416666666666665,Equilibrada
3jaRKTUi22kx8uonCrdIxn,0.462,0.534,0.328,0.722,0.0327,0.0,0.114,135.967,248986,4.149766666666666,Acústica
47rsdYKDpxfxM41ELOzZhg,0.549,0.389,0.745,0.841,0.0269,1.44e-05,0.24,94.429,145093,2.4182166666666665,Acústica
075fAR05v7vFC7B3MzJsth,0.42,0.44,0.121,0.806,0.0271,0.000142,0.103,102.95,152226,2.5371,Acústica
1ejod1Qch2v2HDImZAtezI,0.754,0.376,0.419,0.849,0.0351,0.000525,0.0905,128.469,310506,5.1751,Acústica
5ql4tlxS3GtADNsSRi2GnW,0.467,0.349,0.343,0.572,0.0339,0.0,0.204,140.212,306826,5.113766666666667,Equilibrada
028JwvqdCMMYgbC5nCduyL,0.566,0.554,0.25,0.48,0.0297,0.0,0.165,124.164,185866,3.097766666666667,Equilibrada
0CYelmjEps63DAuqLV9b6J,0.804,0.576,0.954,0.321,0.0643,0.0,0.0842,134.897,265853,4.430883333333333,Positiva
35y3vFVITuhqRbwqSrMBkW,0.57,0.426,0.221,0.306,0.0237,0.0,0.174,85.983,275400,4.59,Equilibrada
754emG8HFrjNMhEzjkhAWL,0.546,0.484,0.147,0.486,0.0267,0.0,0.173,83.984,250000,4.166666666666667,Equilibrada
7fK3FuYZP6fqlavub180ij,0.445,0.332,0.285,0.26,0.0295,0.112,0.111,75.548,243506,4.058433333333333,Equilibrada
5EzVb1HA79V5HNZmjiX9HL,0.66,0.408,0.527,0.657,0.0377,0.0244,0.486,124.95,141623,2.3603833333333335,Acústica
5DSo4BB2DlbfJJaHDh8qf7,0.618,0.741,0.423,0.23,0.027,0.0,0.184,114.597,263226,4.3871,Equilibrada
2RLlm4IZdPdbnnT3lHNSBs,0.631,0.252,0.194,0.673,0.0371,2.27e-05,0.0855,132.384,273106,4.5517666666666665,Acústica
7FW74qPzFAFD0b9KFmUpo8,0.425,0.495,0.272,0.486,0.0291,0.0,0.0866,177.991,241693,4.028216666666666,Equilibrada
4knLejdG65nM4kjmD9ttkJ,0.817,0.43,0.472,0.562,0.0567,0.00016,0.0521,113.369,229333,3.822216666666667,Equilibrada
2sugezbOqLwfHSOZhOHgiy,0.565,0.626,0.365,0.0981,0.0267,0.0,0.0826,125.071,256998,4.2833,Equilibrada
3IOtQrQ3gHudTrLpKLPuvN,0.469,0.563,0.398,0.23,0.0249,0.0,0.216,78.039,297920,4.965333333333334,Equilibrada
1y0WWI3dVWpnwUKkJFuGuA,0.706,0.385,0.208,0.559,0.0309,0.00145,0.0801,80.06,246826,4.113766666666667,Equilibrada
0S9zo9TygIe0FMMpYx11Ww,0.694,0.569,0.661,0.131,0.0244,1.67e-05,0.0888,103.997,255333,4.25555,Equilibrada
3YC4FwGXLyjcn9zHGp1n3s,0.655,0.596,0.543,0.54,0.062,4.36e-06,0.0817,141.426,203109,3.38515,Equilibrada
2ksBDRTKuHeZEMQhSri5Ym,0.588,0.362,0.572,0.776,0.0341,0.000149,0.582,140.855,263977,4.399616666666667,Acústica
4Iv0c5nXRDe5S677qv4vRy,0.73,0.756,0.642,0.0188,0.0457,0.000137,0.181,134.703,212840,3.5473333333333334,Dançante e energética
7CzWRVRIKHNKf8dtUyiu43,0.43,0.438,0.229,0.636,0.0287,0.00671,0.19,71.765,343898,5.731633333333333,Acústica
0tkbJCn5k7lqeOKPaXAXcg,0.545,0.368,0.227,0.862,0.0471,0.0,0.0815,127.398,228930,3.8155,Acústica
1VpHU8KcaoB2WVVV2KDWEn,0.447,0.382,0.253,0.633,0.026,0.0,0.115,78.053,321400,5.3566666666666665,Acústica
5iatMK7b76FuQtjBbUuQV1,0.697,0.476,0.235,0.81,0.035,0.0,0.283,129.998,313266,5.2211,Acústica
1wdPW3bn0ysQVdRhWET6XL,0.55,0.373,0.471,0.822,0.0306,0.000589,0.112,131.947,274545,4.57575,Acústica
5b6PaNTGe3Iv2gg2RMy2Ms,0.491,0.484,0.275,0.682,0.0254,0.0,0.143,78.035,268846,4.480766666666667,Acústica
6zeblz6qaURo2JphS7XeFz,0.495,0.578,0.489,0.544,0.0382,0.0,0.151,135.897,259308,4.3218,Equilibrada
5tHHZJbJgs6zQmvqewePEf,0.341,0.417,0.468,0.794,0.0286,0.0,0.154,138.875,282182,4.703033333333333,Acústica
6N47H7GFm8SBwdJMkS9sqj,0.743,0.477,0.664,0.609,0.0384,0.0,0.111,99.002,204772,3.4128666666666665,Acústica
1cXRIBsLi3bdf68PYku6mo,0.707,0.429,0.591,0.355,0.0329,0.0,0.062,139.966,211029,3.51715,Equilibrada
5mNanSqILS25aPhiiN1fxy,0.539,0.188,0.241,0.905,0.0316,3.46e-06,0.118,136.441,213320,3.5553333333333335,Acústica
2mh20y35EhzqMy6su3sJJA,0.545,0.689,0.358,0.386,0.0351,0.0,0.0945,139.995,269254,4.487566666666667,Equilibrada
4QgsL3BOO0VvMAFhh2nZVU,0.495,0.733,0.273,0.131,0.0477,0.0,0.188,146.041,250289,4.171483333333334,Equilibrada
1rTnGbIahUmq6fK8RWAXfd,0.598,0.48,0.382,0.713,0.0324,0.0,0.134,122.875,242646,4.0441,Acústica
7bPCumVyC06rDKgTiJ5BMX,0.582,0.295,0.303,0.606,0.0285,0.0,0.189,76.922,257546,4.292433333333333,Acústica
5cGipBquhoVjNn5U6XX61k,0.432,0.552,0.43,0.468,0.0313,0.0,0.157,135.033,238972,3.9828666666666668,Equilibrada
5k6GO6sQFmBPz0huGhsv82,0.408,0.827,0.295,0.00736,0.0363,0.0,0.226,130.256,256153,4.269216666666667,Equilibrada
5CamFNiR231zWyRQDDIRRr,0.462,0.554,0.48,0.312,0.029,0.000447,0.105,158.057,348984,5.8164,Equilibrada
4ZeyeIp4Z70ABR7Gi7iXKP,0.528,0.24,0.248,0.843,0.0304,3.12e-06,0.185,127.754,274000,4.566666666666666,Acústica
0vAhDG8FmBCdGabuu2hyd3,0.744,0.433,0.759,0.363,0.0315,0.0,0.153,90.583,218120,3.6353333333333335,Positiva
0pUgeEX331seXqWvlXuy8v,0.629,0.414,0.41,0.587,0.0499,0.0,0.111,131.969,249266,4.154433333333333,Equilibrada
5uWahe0l5I1UCAjQbBKeo3,0.507,0.52,0.588,0.615,0.0322,0.0,0.103,131.076,238193,3.969883333333333,Acústica
20ZQCaAHxrJQSL8YPynFry,0.575,0.592,0.565,0.0437,0.0245,0.0,0.507,104.43,138333,2.30555,Equilibrada
4VrIKe300wvihERAqkWyEb,0.65,0.464,0.757,0.764,0.0263,0.0,0.135,84.995,177426,2.9571,Acústica
